Order,NumberDays,FY
1806939,43,FY17
1806967,43,FY17
1806968,43,FY17
1806969,43,FY17
1806970,43,FY17
1801348,43,FY17
1801346,43,FY17
1795988,44,FY17
1795969,44,FY17
1795970,44,FY17
1795983,44,FY17
1795989,44,FY17
1795990,44,FY17
1795991,44,FY17
1795992,44,FY17
1795993,44,FY17
1795994,44,FY17
1795995,44,FY17
1796005,44,FY17
1795997,44,FY17
1795998,44,FY17
1795999,44,FY17
1796000,44,FY17
1796001,44,FY17
1796002,44,FY17
1795982,44,FY17
1795996,44,FY17
1823436,49,FY17
1823435,49,FY17
1823434,49,FY17
1823433,49,FY17
1823432,49,FY17
1823437,49,FY17
1823430,49,FY17
1804034,49,FY17
1823429,49,FY17
1823431,49,FY17
1823438,49,FY17
1823439,49,FY17
1823440,49,FY17
1804033,49,FY17
1804035,49,FY17
1823442,49,FY17
1804037,49,FY17
1823428,49,FY17
1804051,49,FY17
1804036,49,FY17
1823441,49,FY17
1804050,49,FY17
1823419,49,FY17
1823420,49,FY17
1823421,49,FY17
1823422,49,FY17
1803941,49,FY17
1823424,49,FY17
1823426,49,FY17
1823427,49,FY17
1804049,49,FY17
1804018,49,FY17
1804038,49,FY17
1804032,49,FY17
1804048,49,FY17
1804047,49,FY17
1804046,49,FY17
1804045,49,FY17
1804044,49,FY17
1804043,49,FY17
1804042,49,FY17
1804041,49,FY17
1804052,49,FY17
1803977,49,FY17
1804020,49,FY17
1804011,49,FY17
1804010,49,FY17
1804009,49,FY17
1804008,49,FY17
1804007,49,FY17
1804006,49,FY17
1804005,49,FY17
1804013,49,FY17
1803978,49,FY17
1804014,49,FY17
1803968,49,FY17
1803969,49,FY17
1803970,49,FY17
1803971,49,FY17
1803972,49,FY17
1825475,49,FY17
1803976,49,FY17
1803975,49,FY17
1803974,49,FY17
1803979,49,FY17
1804017,49,FY17
1804027,49,FY17
1804026,49,FY17
1804025,49,FY17
1804024,49,FY17
1804023,49,FY17
1804022,49,FY17
1804021,49,FY17
1804053,49,FY17
1804012,49,FY17
1823423,49,FY17
1804028,49,FY17
1804016,49,FY17
1823443,49,FY17
1823444,49,FY17
1823445,49,FY17
1823446,49,FY17
1781973,49,FY17
1823447,49,FY17
1823448,49,FY17
1804015,49,FY17
1804019,49,FY17
1803973,49,FY17
1804075,49,FY17
1804096,49,FY17
1804095,49,FY17
1804094,49,FY17
1804093,49,FY17
1804092,49,FY17
1804091,49,FY17
1804090,49,FY17
1804089,49,FY17
1804088,49,FY17
1804087,49,FY17
1804098,49,FY17
1804085,49,FY17
1803958,49,FY17
1804084,49,FY17
1804064,49,FY17
1804083,49,FY17
1823425,49,FY17
1804081,49,FY17
1804054,49,FY17
1804079,49,FY17
1804078,49,FY17
1804077,49,FY17
1803959,49,FY17
1804076,49,FY17
1804086,49,FY17
1803946,49,FY17
1803940,49,FY17
1803939,49,FY17
1803938,49,FY17
1803937,49,FY17
1803936,49,FY17
1803935,49,FY17
1803934,49,FY17
1803933,49,FY17
1803932,49,FY17
1803942,49,FY17
1803943,49,FY17
1804097,49,FY17
1803945,49,FY17
1804080,49,FY17
1803947,49,FY17
1803948,49,FY17
1803949,49,FY17
1803950,49,FY17
1803951,49,FY17
1803952,49,FY17
1803953,49,FY17
1803954,49,FY17
1803955,49,FY17
1803956,49,FY17
1803957,49,FY17
1803944,49,FY17
1804082,49,FY17
1804056,49,FY17
1817676,49,FY17
1817674,49,FY17
1817673,49,FY17
1817672,49,FY17
1817671,49,FY17
1817670,49,FY17
1817669,49,FY17
1804057,49,FY17
1817660,49,FY17
1817677,49,FY17
1817661,49,FY17
1817662,49,FY17
1817663,49,FY17
1817664,49,FY17
1817665,49,FY17
1817666,49,FY17
1817667,49,FY17
1817668,49,FY17
1804074,49,FY17
1817659,49,FY17
1804073,49,FY17
1804072,49,FY17
1804071,49,FY17
1804065,49,FY17
1803960,49,FY17
1803961,49,FY17
1817675,49,FY17
1803963,49,FY17
1804058,49,FY17
1803964,49,FY17
1803965,49,FY17
1804060,49,FY17
1803962,49,FY17
1804059,49,FY17
1803966,49,FY17
1804061,49,FY17
1804062,49,FY17
1804063,49,FY17
1804055,49,FY17
1803967,49,FY17
1811789,49,FY17
1829157,50,FY17
1830181,50,FY17
1830144,50,FY17
1830127,50,FY17
1829774,50,FY17
1829339,50,FY17
1829314,50,FY17
1784522,56,FY17
1789977,56,FY17
1781647,56,FY17
1805039,56,FY17
1784524,56,FY17
1784524,56,FY17
1784524,56,FY17
1784523,56,FY17
1784526,56,FY17
1824940,56,FY17
1784528,56,FY17
1784530,56,FY17
1784525,56,FY17
1827403,57,FY17
1827379,57,FY17
1827397,57,FY17
1827398,57,FY17
1827400,57,FY17
1806997,57,FY17
1807004,57,FY17
1807013,57,FY17
1806993,57,FY17
1806994,57,FY17
1806995,57,FY17
1806996,57,FY17
1806998,57,FY17
1807000,57,FY17
1807001,57,FY17
1806991,57,FY17
1807003,57,FY17
1806990,57,FY17
1807005,57,FY17
1807006,57,FY17
1807007,57,FY17
1807008,57,FY17
1807009,57,FY17
1807010,57,FY17
1807011,57,FY17
1807012,57,FY17
1807002,57,FY17
1806958,57,FY17
1806999,57,FY17
1806919,57,FY17
1806948,57,FY17
1806949,57,FY17
1806950,57,FY17
1806951,57,FY17
1806952,57,FY17
1806953,57,FY17
1806992,57,FY17
1806957,57,FY17
1806956,57,FY17
1806959,57,FY17
1806960,57,FY17
1806961,57,FY17
1806962,57,FY17
1806986,57,FY17
1806987,57,FY17
1806988,57,FY17
1806989,57,FY17
1806955,57,FY17
1806954,57,FY17
1805952,63,FY17
1819216,63,FY17
1819217,63,FY17
1805964,63,FY17
1805963,63,FY17
1805962,63,FY17
1805961,63,FY17
1805960,63,FY17
1805958,63,FY17
1798909,63,FY17
1805956,63,FY17
1805955,63,FY17
1805934,63,FY17
1805953,63,FY17
1819213,63,FY17
1805951,63,FY17
1805950,63,FY17
1805949,63,FY17
1805948,63,FY17
1805941,63,FY17
1805940,63,FY17
1805939,63,FY17
1805938,63,FY17
1805937,63,FY17
1805936,63,FY17
1805954,63,FY17
1805970,63,FY17
1784253,63,FY17
1784245,63,FY17
1784243,63,FY17
1784242,63,FY17
1784237,63,FY17
1784222,63,FY17
1784168,63,FY17
1805975,63,FY17
1784166,63,FY17
1805974,63,FY17
1805973,63,FY17
1819215,63,FY17
1805971,63,FY17
1819214,63,FY17
1805969,63,FY17
1805968,63,FY17
1805967,63,FY17
1784134,63,FY17
1805966,63,FY17
1805965,63,FY17
1819208,63,FY17
1819209,63,FY17
1819210,63,FY17
1819211,63,FY17
1819212,63,FY17
1805933,63,FY17
1805972,63,FY17
1793832,63,FY17
1798985,63,FY17
1798987,63,FY17
1798991,63,FY17
1798992,63,FY17
1798999,63,FY17
1799000,63,FY17
1799005,63,FY17
1799009,63,FY17
1799011,63,FY17
1799013,63,FY17
1805921,63,FY17
1805935,63,FY17
1799025,63,FY17
1798973,63,FY17
1793761,63,FY17
1793760,63,FY17
1793758,63,FY17
1793757,63,FY17
1793756,63,FY17
1793755,63,FY17
1793754,63,FY17
1793753,63,FY17
1793752,63,FY17
1805062,63,FY17
1792632,63,FY17
1798266,63,FY17
1798892,63,FY17
1805932,63,FY17
1805931,63,FY17
1805930,63,FY17
1805929,63,FY17
1805928,63,FY17
1805927,63,FY17
1805926,63,FY17
1805925,63,FY17
1805924,63,FY17
1805923,63,FY17
1805922,63,FY17
1798981,63,FY17
1798899,63,FY17
1798979,63,FY17
1798891,63,FY17
1798889,63,FY17
1798810,63,FY17
1798918,63,FY17
1805976,63,FY17
1798926,63,FY17
1805959,63,FY17
1798938,63,FY17
1798959,63,FY17
1798966,63,FY17
1798972,63,FY17
1791853,63,FY17
1798901,63,FY17
1798917,63,FY17
1811805,63,FY17
1785518,63,FY17
1785518,63,FY17
1811477,63,FY17
1785518,63,FY17
1810997,63,FY17
1805957,63,FY17
1811782,63,FY17
1785901,63,FY17
1811793,63,FY17
1801318,64,FY17
1825473,64,FY17
1801319,64,FY17
1807048,64,FY17
1807047,64,FY17
1807044,64,FY17
1807042,64,FY17
1807041,64,FY17
1807039,64,FY17
1827378,64,FY17
1827396,64,FY17
1807038,64,FY17
1807037,64,FY17
1807040,64,FY17
1817633,70,FY17
1817643,70,FY17
1817642,70,FY17
1817641,70,FY17
1817640,70,FY17
1817639,70,FY17
1817638,70,FY17
1817630,70,FY17
1817635,70,FY17
1817632,70,FY17
1817631,70,FY17
1817317,70,FY17
1817637,70,FY17
1783307,70,FY17
1805112,70,FY17
1822182,70,FY17
1822181,70,FY17
1822180,70,FY17
1805111,70,FY17
1805110,70,FY17
1805106,70,FY17
1805084,70,FY17
1805081,70,FY17
1783296,70,FY17
1783299,70,FY17
1783301,70,FY17
1805034,70,FY17
1805066,70,FY17
1805030,70,FY17
1805064,70,FY17
1783310,70,FY17
1783311,70,FY17
1805063,70,FY17
1805061,70,FY17
1783431,70,FY17
1783432,70,FY17
1805058,70,FY17
1817636,70,FY17
1805042,70,FY17
1817644,70,FY17
1805033,70,FY17
1805031,70,FY17
1805076,70,FY17
1817646,70,FY17
1817645,70,FY17
1817634,70,FY17
1798952,77,FY17
1798919,77,FY17
1798920,77,FY17
1784225,77,FY17
1798921,77,FY17
1798922,77,FY17
1798924,77,FY17
1798925,77,FY17
1798975,77,FY17
1798937,77,FY17
1784244,77,FY17
1798963,77,FY17
1784176,77,FY17
1784174,77,FY17
1798970,77,FY17
1798927,77,FY17
1820685,77,FY17
1798916,77,FY17
1798910,77,FY17
1798903,77,FY17
1798902,77,FY17
1798900,77,FY17
1798898,77,FY17
1811795,77,FY17
1820686,77,FY17
1798887,77,FY17
1820684,77,FY17
1820683,77,FY17
1798896,77,FY17
1784247,77,FY17
1784246,77,FY17
1798894,77,FY17
1798967,77,FY17
1820687,77,FY17
1799017,77,FY17
1799004,77,FY17
1799006,77,FY17
1798978,77,FY17
1799010,77,FY17
1798954,77,FY17
1800054,77,FY17
1799012,77,FY17
1800055,77,FY17
1799016,77,FY17
1799007,77,FY17
1799018,77,FY17
1799020,77,FY17
1799021,77,FY17
1799023,77,FY17
1799028,77,FY17
1800052,77,FY17
1800053,77,FY17
1799015,77,FY17
1796829,77,FY17
1798983,77,FY17
1798989,77,FY17
1804619,77,FY17
1798993,77,FY17
1798994,77,FY17
1798995,77,FY17
1798996,77,FY17
1798998,77,FY17
1800056,77,FY17
1800058,77,FY17
1800059,77,FY17
1799001,77,FY17
1799003,77,FY17
1824376,78,FY17
1824188,78,FY17
1805078,84,FY17
1805080,84,FY17
1805073,84,FY17
1805981,84,FY17
1805108,84,FY17
1805105,84,FY17
1805114,84,FY17
1805086,84,FY17
1805082,84,FY17
1805077,84,FY17
1805102,84,FY17
1805089,84,FY17
1805088,84,FY17
1805087,84,FY17
1805109,84,FY17
1805993,84,FY17
1783304,84,FY17
1805984,84,FY17
1783305,84,FY17
1806005,84,FY17
1806004,84,FY17
1805988,84,FY17
1806003,84,FY17
1805990,84,FY17
1805991,84,FY17
1805985,84,FY17
1805999,84,FY17
1805992,84,FY17
1805986,84,FY17
1806001,84,FY17
1805994,84,FY17
1805995,84,FY17
1806000,84,FY17
1805996,84,FY17
1805983,84,FY17
1805997,84,FY17
1805998,84,FY17
1806002,84,FY17
1805907,84,FY17
1805855,84,FY17
1821694,84,FY17
1821693,84,FY17
1805906,84,FY17
1805908,84,FY17
1805909,84,FY17
1805982,84,FY17
1805910,84,FY17
1805912,84,FY17
1806006,84,FY17
1805914,84,FY17
1805915,84,FY17
1805916,84,FY17
1806433,84,FY17
1806008,84,FY17
1821692,84,FY17
1805987,84,FY17
1806007,84,FY17
1805913,84,FY17
1822179,85,FY17
1815670,91,FY17
1817756,91,FY17
1817745,91,FY17
1817748,91,FY17
1815669,91,FY17
1815671,91,FY17
1815672,91,FY17
1815674,91,FY17
1799024,91,FY17
1817760,91,FY17
1815668,91,FY17
1817744,91,FY17
1815663,91,FY17
1815673,91,FY17
1817743,91,FY17
1817738,91,FY17
1817736,91,FY17
1817735,91,FY17
1815667,91,FY17
1815666,91,FY17
1798997,91,FY17
1815664,91,FY17
1798913,91,FY17
1815662,91,FY17
1815661,91,FY17
1815660,91,FY17
1815659,91,FY17
1815665,91,FY17
1798980,98,FY17
1799710,98,FY17
1813017,98,FY17
1792834,98,FY17
1795977,100,FY17
1795976,100,FY17
1795979,100,FY17
1784170,105,FY17
1784164,105,FY17
1811796,105,FY17
1811785,105,FY17
1784133,105,FY17
1811861,105,FY17
1811859,105,FY17
1784229,105,FY17
1784251,105,FY17
1784223,105,FY17
1811806,105,FY17
1811786,105,FY17
1811800,105,FY17
1784161,105,FY17
1811794,105,FY17
1811783,105,FY17
1784250,105,FY17
1784173,105,FY17
1811792,105,FY17
1811804,105,FY17
1784186,105,FY17
1811801,105,FY17
1811791,105,FY17
1811856,105,FY17
1811468,105,FY17
1811475,105,FY17
1784154,105,FY17
1811476,105,FY17
1811471,105,FY17
1784252,105,FY17
1811787,105,FY17
1798912,105,FY17
1784241,112,FY17
1805854,112,FY17
1799014,112,FY17
1784235,112,FY17
1805040,112,FY17
1783425,112,FY17
1798914,119,FY17
1799022,119,FY17
1784527,119,FY17
1803759,119,FY17
1799002,119,FY17
1811788,126,FY17
1784190,126,FY17
1811472,126,FY17
1811857,126,FY17
1785902,126,FY17
1794597,133,FY17
1798904,133,FY17
1783298,133,FY17
1783306,133,FY17
1783433,133,FY17
1784240,140,FY17
1805075,140,FY17
1805107,140,FY17
1784152,140,FY17
1805043,140,FY17
1784153,140,FY17
1784156,140,FY17
1811798,141,FY17
1811780,148,FY17
1784219,161,FY17
1805032,161,FY17
1805037,161,FY17
1784184,161,FY17
1784138,168,FY17
1801317,169,FY17
1801316,169,FY17
1807051,170,FY17
1784529,175,FY17
1798897,175,FY17
1805041,176,FY17
1805079,176,FY17
1805090,183,FY17
1783297,189,FY17
1784171,196,FY17
1784249,210,FY17
1798982,211,FY17
1784188,238,FY17
1784248,238,FY17
1784191,238,FY17
1784191,238,FY17
1784191,238,FY17
1784220,301,FY17
1784139,316,FY17
